run,evaluations,best_so_far
1,29234,386.0
1,29262,386.0
1,29288,386.0
1,29306,386.0
1,29324,386.0
1,29915,386.0
1,29941,386.0
1,29943,386.0
1,29957,403.0
1,29983,403.0
1,30001,403.0
1,30015,403.0
1,30029,403.0
1,30031,403.0
1,30059,403.0
1,30087,408.0
1,30105,408.0
1,30107,408.0
1,30133,408.0
1,30151,408.0
1,30165,408.0
1,30179,408.0
1,30195,408.0
1,30213,408.0
1,30241,408.0
1,30269,408.0
1,30285,414.0
1,30313,414.0
1,30341,414.0
1,30371,414.0
1,30387,414.0
1,30401,414.0
1,30423,414.0
1,30437,414.0
1,30465,414.0
1,30479,414.0
1,30507,414.0
1,30533,434.0
1,30561,434.0
1,30591,434.0
1,30617,434.0
1,30643,434.0
1,30657,434.0
1,30693,434.0
1,30707,434.0
1,30723,434.0
1,30753,434.0
1,30769,434.0
1,30783,434.0
1,30811,434.0
1,30839,434.0
1,30871,434.0
1,30901,434.0
1,30931,434.0
1,30945,434.0
1,30961,434.0
1,30977,434.0
1,30993,434.0
1,31007,434.0
1,31033,434.0
1,31035,434.0
1,31051,434.0
1,31077,450.0
1,31095,450.0
1,31097,450.0
1,31099,450.0
1,31129,450.0
1,31131,450.0
1,31159,450.0
1,31173,450.0
1,31175,450.0
1,31203,450.0
1,31221,450.0
1,31251,450.0
1,31265,450.0
1,31295,450.0
1,31325,450.0
1,31341,450.0
1,31369,450.0
1,31399,450.0
1,31425,450.0
1,31451,450.0
1,31465,450.0
1,31479,450.0
1,31493,450.0
1,31495,450.0
1,31523,450.0
1,31549,468.0
1,31575,468.0
1,31589,468.0
1,31619,468.0
1,31621,468.0
1,31647,468.0
1,31661,468.0
1,31691,468.0
1,31705,468.0
1,31707,468.0
1,31721,468.0
1,31737,468.0
1,31765,468.0
1,31779,468.0
1,31809,468.0
1,31825,468.0
1,31827,468.0
1,31855,468.0
1,31869,468.0
1,31871,468.0
1,31897,468.0
1,31911,468.0
1,31929,468.0
1,31955,468.0
1,31983,468.0
1,32009,468.0
1,32035,468.0
1,32063,468.0
1,32089,468.0
1,32103,468.0
1,32117,468.0
1,32145,468.0
1,32159,468.0
1,32189,468.0
1,32215,474.0
1,32233,474.0
1,32263,474.0
1,32277,474.0
1,32305,474.0
1,32335,474.0
1,32361,474.0
1,32363,474.0
1,32393,474.0
1,32407,474.0
1,32435,474.0
1,32449,474.0
1,32477,474.0
1,32511,474.0
1,32513,474.0
1,32527,474.0
1,32553,474.0
1,32571,474.0
1,32573,474.0
1,32605,474.0
1,32621,474.0
1,32637,474.0
1,32653,474.0
1,32683,474.0
1,32711,474.0
1,32727,474.0
1,32741,474.0
1,32769,474.0
1,32789,474.0
1,32815,474.0
1,32829,474.0
1,32845,474.0
1,32847,474.0
1,32865,474.0
1,32879,474.0
1,32907,474.0
1,32921,474.0
1,32947,488.0
1,32961,488.0
1,32963,488.0
1,32989,488.0
1,33017,488.0
1,33043,488.0
1,33059,488.0
1,33087,489.0
1,33101,489.0
1,33117,489.0
1,33119,489.0
1,33133,489.0
1,33159,490.0
1,33173,491.0
1,33199,491.0
1,33225,493.0
1,33241,493.0
1,33255,493.0
1,33281,494.0
1,33315,494.0
1,33333,494.0
1,33347,494.0
1,33361,503.0
1,33375,503.0
1,33401,503.0
1,33427,503.0
1,33429,503.0
1,33443,503.0
1,33473,503.0
1,33501,503.0
1,33515,503.0
1,33543,503.0
1,33557,509.0
1,33571,509.0
1,33599,509.0
1,33623,509.0
1,33651,509.0
1,33679,509.0
1,33705,509.0
1,33707,509.0
1,33735,509.0
1,33737,509.0
1,33765,509.0
1,33781,509.0
1,33783,509.0
1,33801,509.0
1,33829,509.0
1,33849,509.0
1,33851,509.0
1,33883,509.0
1,33897,509.0
1,33913,509.0
1,33929,509.0
1,33943,509.0
1,33957,509.0
1,33971,509.0
1,34001,509.0
1,34017,509.0
1,34035,509.0
1,34051,509.0
1,34065,509.0
1,34097,509.0
1,34113,509.0
1,34127,509.0
1,34141,513.0
1,34157,513.0
1,34159,513.0
1,34185,513.0
1,34213,520.0
1,34227,520.0
1,34241,520.0
1,34259,520.0
1,34275,520.0
1,34289,520.0
1,34315,520.0
1,34317,520.0
1,34331,520.0
1,34357,520.0
1,34387,520.0
1,34403,520.0
1,34429,520.0
1,34447,520.0
1,34473,520.0
1,34499,520.0
1,34525,520.0
1,34539,520.0
1,34541,520.0
1,34559,520.0
1,34595,520.0
1,34609,520.0
1,34611,520.0
1,34625,520.0
1,34641,520.0
1,34659,520.0
1,34675,520.0
1,34677,520.0
1,34713,520.0
1,34739,520.0
1,34755,520.0
1,34769,520.0
1,34783,520.0
1,34801,520.0
1,34827,520.0
1,34841,520.0
1,34857,520.0
1,34887,520.0
1,34901,520.0
1,34919,520.0
1,34945,520.0
1,34959,520.0
1,34973,520.0
1,34987,520.0
1,34989,520.0
1,34991,520.0
1,35005,520.0
1,35019,520.0
1,35021,520.0
1,35049,520.0
1,35063,520.0
1,35077,520.0
1,35107,520.0
1,35121,520.0
1,35135,520.0
1,35161,520.0
1,35163,520.0
1,35165,520.0
1,35193,520.0
1,35219,520.0
1,35245,520.0
1,35263,520.0
1,35265,520.0
1,35267,520.0
1,35295,520.0
1,35297,520.0
1,35311,520.0
1,35343,520.0
1,35373,520.0
1,35399,520.0
1,35413,520.0
1,35429,520.0
1,35443,520.0
1,35445,520.0
1,35447,520.0
1,35449,520.0
1,35451,520.0
1,35453,520.0
1,35467,520.0
1,35483,520.0
1,35497,520.0
1,35531,520.0
1,35557,520.0
1,35575,520.0
1,35589,542.0
1,35621,542.0
1,35649,542.0
1,35651,542.0
1,35679,542.0
1,35681,542.0
1,35713,542.0
1,35727,542.0
1,35741,542.0
1,35743,542.0
1,35771,542.0
1,35785,542.0
1,35801,542.0
1,35827,542.0
1,35855,542.0
1,35857,542.0
1,35889,542.0
1,35915,542.0
1,35929,542.0
1,35961,542.0
1,35977,542.0
1,35979,542.0
1,35993,542.0
1,36007,542.0
1,36023,542.0
1,36043,542.0
1,36057,542.0
1,36087,542.0
1,36113,542.0
1,36143,542.0
1,36173,542.0
1,36199,542.0
1,36217,542.0
1,36231,542.0
1,36247,542.0
1,36277,542.0
1,36279,542.0
1,36281,542.0
1,36283,542.0
1,36297,542.0
1,36323,542.0
1,36325,542.0
1,36339,542.0
1,36369,542.0
1,36383,542.0
1,36397,542.0
1,36399,542.0
1,36425,542.0
1,36451,542.0
1,36479,542.0
1,36511,542.0
1,36537,542.0
1,36551,542.0
1,36565,542.0
1,36595,542.0
1,36621,542.0
1,36635,542.0
1,36649,542.0
1,36651,542.0
1,36667,542.0
1,36681,542.0
1,36709,542.0
1,36711,542.0
1,36713,542.0
1,36715,542.0
1,36731,542.0
1,36747,542.0
1,36775,542.0
1,36777,542.0
1,36795,542.0
1,36825,542.0
1,36853,542.0
1,36881,542.0
1,36895,542.0
1,36921,542.0
1,36937,542.0
1,36951,542.0
1,36965,542.0
1,36979,542.0
1,36993,542.0
1,37025,542.0
1,37053,542.0
1,37069,542.0
1,37071,542.0
1,37101,542.0
1,37129,542.0
1,37157,542.0
1,37159,542.0
1,37161,542.0
1,37175,542.0
1,37203,542.0
1,37217,542.0
1,37235,542.0
1,37249,542.0
1,37277,542.0
1,37305,542.0
1,37331,542.0
1,37359,542.0
1,37375,542.0
1,37403,542.0
1,37419,542.0
1,37445,542.0
1,37459,542.0
1,37473,542.0
1,37489,542.0
1,37505,542.0
1,37525,542.0
1,37555,542.0
1,37569,542.0
1,37571,542.0
1,37603,542.0
1,37617,542.0
1,37631,542.0
1,37657,542.0
1,37659,542.0
1,37673,542.0
1,37701,542.0
1,37729,542.0
1,37761,542.0
1,37777,542.0
1,37791,542.0
1,37817,542.0
1,37819,542.0
1,37821,542.0
1,37851,542.0
1,37877,542.0
1,37879,542.0
1,37905,542.0
1,37931,542.0
1,37933,542.0
1,37947,542.0
1,37961,542.0
1,37993,542.0
1,38021,542.0
1,38037,542.0
1,38057,542.0
1,38089,542.0
1,38103,542.0
1,38129,542.0
1,38147,542.0
1,38149,542.0
1,38177,542.0
1,38205,542.0
1,38221,542.0
1,38235,542.0
1,38263,542.0
1,38281,542.0
1,38313,542.0
1,38315,542.0
1,38345,542.0
1,38363,542.0
1,38381,542.0
1,38397,542.0
1,38411,542.0
1,38413,542.0
1,38439,542.0
1,38453,542.0
1,38455,542.0
1,38469,542.0
1,38471,542.0
1,38499,542.0
1,38513,545.0
1,38541,545.0
1,38571,545.0
1,38597,545.0
1,38631,545.0
1,38657,545.0
1,38659,545.0
1,38687,545.0
1,38689,545.0
1,38703,545.0
1,38721,545.0
1,38749,545.0
1,38763,545.0
1,38779,545.0
1,38799,545.0
1,38829,545.0
1,38843,545.0
1,38861,545.0
1,38863,545.0
1,38891,545.0
1,38917,545.0
1,38949,545.0
1,38969,545.0
1,38983,545.0
1,39011,545.0
1,39027,545.0
1,39043,545.0
1,39057,545.0
1,39071,545.0
1,39099,545.0
1,39125,545.0
1,39153,545.0
1,39169,545.0
1,39195,545.0
1,39223,545.0
2,29324,385.0
2,29352,385.0
2,29370,385.0
2,29400,385.0
2,29975,385.0
2,29977,385.0
2,29991,385.0
2,29993,385.0
2,30007,385.0
2,30033,385.0
2,30047,385.0
2,30075,385.0
2,30091,385.0
2,30123,385.0
2,30137,385.0
2,30163,385.0
2,30189,385.0
2,30191,385.0
2,30193,385.0
2,30207,394.0
2,30209,394.0
2,30235,423.0
2,30265,423.0
2,30287,423.0
2,30301,423.0
2,30303,423.0
2,30305,423.0
2,30333,423.0
2,30359,436.0
2,30391,436.0
2,30405,436.0
2,30431,436.0
2,30447,436.0
2,30475,436.0
2,30509,436.0
2,30523,437.0
2,30539,437.0
2,30565,447.0
2,30591,447.0
2,30605,447.0
2,30621,447.0
2,30635,447.0
2,30651,447.0
2,30679,447.0
2,30693,447.0
2,30719,447.0
2,30735,447.0
2,30749,447.0
2,30775,447.0
2,30803,447.0
2,30831,447.0
2,30845,447.0
2,30871,459.0
2,30885,481.0
2,30887,481.0
2,30901,481.0
2,30927,481.0
2,30953,481.0
2,30971,481.0
2,30999,481.0
2,31013,481.0
2,31015,481.0
2,31047,481.0
2,31061,481.0
2,31087,481.0
2,31115,481.0
2,31129,481.0
2,31155,481.0
2,31157,481.0
2,31183,481.0
2,31197,481.0
2,31223,481.0
2,31237,481.0
2,31253,481.0
2,31281,481.0
2,31307,481.0
2,31321,481.0
2,31347,481.0
2,31377,481.0
2,31405,481.0
2,31433,481.0
2,31447,481.0
2,31475,481.0
2,31489,483.0
2,31503,483.0
2,31531,483.0
2,31565,483.0
2,31567,483.0
2,31595,483.0
2,31621,483.0
2,31637,483.0
2,31667,483.0
2,31699,483.0
2,31713,483.0
2,31727,483.0
2,31753,483.0
2,31781,483.0
2,31795,483.0
2,31797,483.0
2,31827,483.0
2,31843,483.0
2,31871,483.0
2,31899,486.0
2,31925,486.0
2,31953,486.0
2,31969,486.0
2,31999,486.0
2,32001,486.0
2,32027,486.0
2,32041,486.0
2,32057,486.0
2,32059,486.0
2,32075,486.0
2,32103,486.0
2,32131,487.0
2,32133,487.0
2,32147,487.0
2,32149,487.0
2,32163,487.0
2,32191,487.0
2,32205,487.0
2,32233,487.0
2,32249,487.0
2,32265,487.0
2,32293,487.0
2,32295,487.0
2,32327,487.0
2,32355,487.0
2,32369,487.0
2,32397,487.0
2,32399,487.0
2,32427,487.0
2,32441,487.0
2,32455,487.0
2,32457,487.0
2,32471,487.0
2,32485,487.0
2,32513,487.0
2,32527,487.0
2,32541,487.0
2,32571,490.0
2,32573,490.0
2,32599,490.0
2,32629,490.0
2,32659,490.0
2,32661,490.0
2,32675,490.0
2,32703,490.0
2,32717,490.0
2,32745,490.0
2,32747,490.0
2,32749,490.0
2,32763,490.0
2,32777,490.0
2,32793,490.0
2,32795,490.0
2,32821,490.0
2,32849,490.0
2,32877,490.0
2,32891,490.0
2,32893,490.0
2,32921,490.0
2,32953,490.0
2,32967,490.0
2,32997,490.0
2,33011,490.0
2,33039,490.0
2,33069,490.0
2,33097,490.0
2,33129,490.0
2,33155,497.0
2,33181,497.0
2,33195,497.0
2,33211,497.0
2,33239,497.0
2,33271,497.0
2,33285,497.0
2,33311,497.0
2,33327,497.0
2,33359,497.0
2,33385,497.0
2,33417,497.0
2,33433,497.0
2,33435,497.0
2,33437,497.0
2,33439,497.0
2,33455,497.0
2,33471,497.0
2,33503,497.0
2,33517,497.0
2,33531,497.0
2,33533,497.0
2,33547,497.0
2,33561,497.0
2,33587,497.0
2,33613,497.0
2,33631,497.0
2,33661,497.0
2,33687,497.0
2,33713,501.0
2,33727,506.0
2,33759,506.0
2,33773,506.0
2,33799,506.0
2,33829,506.0
2,33855,507.0
2,33871,507.0
2,33887,507.0
2,33903,507.0
2,33929,507.0
2,33943,507.0
2,33969,507.0
2,33999,507.0
2,34027,507.0
2,34043,507.0
2,34069,507.0
2,34097,507.0
2,34113,507.0
2,34145,507.0
2,34171,507.0
2,34201,507.0
2,34215,507.0
2,34243,507.0
2,34257,507.0
2,34271,507.0
2,34287,507.0
2,34289,507.0
2,34303,507.0
2,34329,507.0
2,34345,507.0
2,34361,507.0
2,34375,507.0
2,34393,507.0
2,34423,507.0
2,34437,507.0
2,34451,507.0
2,34453,507.0
2,34481,507.0
2,34519,507.0
2,34533,507.0
2,34559,507.0
2,34589,507.0
2,34603,507.0
2,34619,507.0
2,34621,507.0
2,34635,507.0
2,34663,507.0
2,34693,507.0
2,34695,507.0
2,34721,507.0
2,34751,507.0
2,34765,507.0
2,34779,507.0
2,34807,507.0
2,34809,507.0
2,34835,507.0
2,34849,507.0
2,34865,507.0
2,34901,507.0
2,34917,507.0
2,34931,507.0
2,34957,507.0
2,34983,507.0
2,35015,507.0
2,35029,507.0
2,35059,507.0
2,35073,507.0
2,35101,507.0
2,35117,507.0
2,35133,507.0
2,35147,507.0
2,35173,507.0
2,35199,507.0
2,35213,507.0
2,35215,507.0
2,35229,507.0
2,35243,507.0
2,35269,507.0
2,35271,507.0
2,35301,507.0
2,35327,507.0
2,35329,507.0
2,35359,507.0
2,35387,507.0
2,35389,507.0
2,35405,507.0
2,35435,507.0
2,35451,507.0
2,35477,507.0
2,35491,507.0
2,35519,507.0
2,35539,507.0
2,35575,507.0
2,35601,507.0
2,35627,507.0
2,35657,507.0
2,35673,507.0
2,35689,507.0
2,35703,507.0
2,35731,507.0
2,35745,507.0
2,35773,507.0
2,35799,510.0
2,35801,510.0
2,35803,510.0
2,35805,510.0
2,35835,510.0
2,35865,510.0
2,35881,510.0
2,35907,510.0
2,35935,510.0
2,35937,510.0
2,35939,510.0
2,35953,510.0
2,35967,510.0
2,35981,510.0
2,35995,518.0
2,36009,518.0
2,36023,518.0
2,36037,518.0
2,36055,518.0
2,36081,518.0
2,36095,518.0
2,36123,518.0
2,36153,518.0
2,36179,518.0
2,36193,518.0
2,36209,518.0
2,36223,518.0
2,36239,518.0
2,36267,518.0
2,36289,518.0
2,36315,518.0
2,36343,518.0
2,36371,518.0
2,36387,518.0
2,36403,518.0
2,36419,518.0
2,36437,518.0
2,36453,518.0
2,36455,518.0
2,36473,518.0
2,36489,518.0
2,36503,518.0
2,36531,524.0
2,36533,524.0
2,36563,524.0
2,36589,524.0
2,36603,524.0
2,36619,524.0
2,36645,524.0
2,36673,524.0
2,36699,525.0
2,36717,525.0
2,36719,525.0
2,36733,525.0
2,36751,525.0
2,36767,525.0
2,36795,525.0
2,36809,525.0
2,36823,525.0
2,36851,525.0
2,36865,525.0
2,36867,525.0
2,36881,525.0
2,36895,525.0
2,36897,525.0
2,36913,525.0
2,36941,525.0
2,36969,525.0
2,36995,525.0
2,37023,525.0
2,37051,525.0
2,37065,525.0
2,37081,525.0
2,37111,525.0
2,37143,525.0
2,37173,525.0
2,37175,525.0
2,37213,525.0
2,37229,525.0
2,37245,525.0
2,37275,525.0
2,37289,525.0
2,37291,525.0
2,37321,525.0
2,37349,525.0
2,37377,528.0
2,37391,528.0
2,37421,528.0
2,37441,528.0
2,37443,528.0
2,37457,528.0
2,37459,528.0
2,37475,528.0
2,37489,528.0
2,37515,528.0
2,37531,528.0
2,37533,528.0
2,37561,528.0
2,37589,528.0
2,37591,528.0
2,37607,528.0
2,37621,528.0
2,37637,528.0
2,37653,528.0
2,37679,528.0
2,37681,528.0
2,37707,528.0
2,37735,528.0
2,37767,528.0
2,37793,528.0
2,37809,528.0
2,37823,528.0
2,37837,528.0
2,37863,528.0
2,37879,528.0
2,37905,528.0
2,37923,528.0
2,37949,528.0
2,37979,528.0
2,37993,528.0
2,38021,528.0
2,38037,528.0
2,38065,528.0
2,38085,528.0
2,38087,528.0
2,38119,528.0
2,38133,528.0
2,38149,528.0
2,38163,528.0
2,38165,528.0
2,38193,528.0
2,38207,528.0
2,38233,528.0
2,38249,528.0
2,38263,528.0
2,38293,528.0
2,38321,528.0
2,38349,528.0
2,38375,528.0
2,38403,528.0
2,38433,528.0
2,38447,528.0
2,38449,528.0
2,38463,528.0
2,38465,528.0
2,38467,528.0
2,38469,528.0
2,38485,528.0
2,38511,528.0
2,38525,528.0
2,38539,528.0
2,38557,528.0
2,38587,528.0
2,38601,528.0
2,38633,528.0
2,38661,528.0
2,38691,528.0
2,38721,528.0
2,38737,528.0
2,38753,528.0
2,38771,528.0
2,38787,528.0
2,38813,528.0
2,38827,528.0
2,38855,528.0
2,38887,528.0
2,38901,528.0
2,38919,528.0
2,38937,528.0
2,38963,528.0
2,38965,528.0
2,38967,528.0
2,38969,528.0
2,38997,528.0
2,39011,528.0
2,39041,528.0
2,39055,528.0
2,39081,530.0
2,39095,530.0
2,39109,530.0
2,39123,530.0
2,39137,530.0
2,39163,530.0
2,39177,530.0
2,39207,530.0
2,39221,530.0
2,39235,530.0
2,39249,530.0
2,39263,530.0
2,39283,530.0
2,39285,530.0
2,39313,530.0
2,39329,530.0
3,29418,388.0
3,29444,392.0
3,29470,392.0
3,29472,392.0
3,29500,392.0
3,29518,392.0
3,29548,393.0
3,30099,393.0
3,30127,422.0
3,30155,425.0
3,30169,425.0
3,30171,425.0
3,30185,425.0
3,30213,425.0
3,30227,425.0
3,30243,438.0
3,30257,438.0
3,30283,438.0
3,30297,438.0
3,30311,438.0
3,30327,438.0
3,30359,438.0
3,30385,438.0
3,30413,438.0
3,30415,438.0
3,30417,438.0
3,30433,438.0
3,30447,438.0
3,30449,438.0
3,30483,438.0
3,30497,438.0
3,30527,438.0
3,30553,438.0
3,30579,438.0
3,30595,438.0
3,30621,441.0
3,30649,441.0
3,30663,441.0
3,30677,441.0
3,30679,441.0
3,30693,441.0
3,30707,441.0
3,30733,441.0
3,30761,441.0
3,30777,441.0
3,30805,441.0
3,30819,441.0
3,30849,441.0
3,30863,441.0
3,30865,441.0
3,30879,441.0
3,30907,441.0
3,30923,441.0
3,30957,441.0
3,30983,441.0
3,31017,441.0
3,31043,441.0
3,31057,441.0
3,31071,441.0
3,31099,441.0
3,31113,441.0
3,31131,441.0
3,31133,441.0
3,31151,441.0
3,31165,441.0
3,31195,441.0
3,31211,441.0
3,31225,441.0
3,31253,441.0
3,31283,441.0
3,31299,441.0
3,31331,441.0
3,31357,441.0
3,31389,441.0
3,31417,441.0
3,31419,441.0
3,31445,441.0
3,31463,441.0
3,31481,441.0
3,31497,441.0
3,31513,441.0
3,31527,441.0
3,31557,441.0
3,31583,448.0
3,31613,448.0
3,31641,448.0
3,31669,448.0
3,31671,448.0
3,31697,448.0
3,31711,448.0
3,31713,448.0
3,31739,448.0
3,31741,448.0
3,31755,448.0
3,31783,448.0
3,31785,448.0
3,31811,448.0
3,31825,457.0
