run,evaluations,best_so_far
1,200804,46.1
1,200830,46.1
1,200878,51.22999999999999
1,200904,51.22999999999999
1,200950,52.31
1,200974,52.31
1,201022,52.31
1,201068,70.56999999999998
1,201070,70.56999999999998
1,205125,70.56999999999998
1,205149,70.56999999999998
1,205197,70.56999999999998
1,205243,70.56999999999998
1,205245,70.56999999999998
1,205293,70.56999999999998
1,205321,70.56999999999998
1,205367,70.56999999999998
1,205393,70.56999999999998
1,205395,70.56999999999998
1,205441,70.56999999999998
1,205489,70.56999999999998
1,205535,70.56999999999998
1,205561,70.56999999999998
1,205563,70.56999999999998
1,205609,70.56999999999998
1,205633,70.56999999999998
1,205635,70.56999999999998
1,205685,70.56999999999998
1,205737,73.50999999999996
1,205785,73.50999999999996
1,205809,73.50999999999996
1,205855,73.50999999999996
1,205881,73.50999999999996
1,205931,73.50999999999996
1,205955,73.50999999999996
1,205979,73.50999999999996
1,206027,73.50999999999996
1,206081,73.50999999999996
1,206129,73.50999999999996
1,206155,73.50999999999996
1,206157,73.50999999999996
1,206187,73.50999999999996
1,206239,73.50999999999996
1,206265,73.50999999999996
1,206291,73.50999999999996
1,206317,73.50999999999996
1,206341,73.50999999999996
1,206343,73.50999999999996
1,206369,73.50999999999996
1,206417,73.50999999999996
1,206465,75.18
1,206489,75.18
1,206537,75.18
1,206563,75.18
1,206615,75.18
1,206641,75.18
1,206665,75.18
1,206689,75.18
1,206715,75.18
1,206765,75.18
1,206811,75.18
1,206813,75.18
1,206839,75.18
1,206863,75.18
1,206897,75.18
1,206923,75.18
1,206969,75.18
1,206997,75.18
1,207023,75.18
1,207073,75.18
1,207075,75.18
1,207121,75.18
1,207145,75.18
1,207193,75.18
1,207217,75.18
1,207265,75.18
1,207313,79.89
1,207359,79.89
1,207409,79.89
1,207433,79.89
1,207457,79.89
1,207483,83.19
1,207509,83.19
1,207555,83.19
1,207557,83.19
1,207605,83.19
1,207629,83.19
1,207655,83.19
1,207701,83.19
1,207747,83.19
1,207795,83.19
1,207841,83.19
1,207865,83.19
1,207911,83.19
1,207959,83.19
1,207983,83.19
1,208035,83.19
1,208083,83.19
1,208133,83.19
1,208183,83.19
1,208185,83.19
1,208209,83.19
1,208255,83.19
1,208305,83.19
1,208329,83.19
1,208353,83.19
1,208403,83.19
1,208431,83.19
1,208457,83.19
1,208483,83.19
1,208507,83.19
1,208537,83.19
1,208583,83.19
1,208631,83.19
1,208655,83.19
1,208701,83.19
1,208727,83.19
1,208753,83.19
1,208807,83.19
1,208831,83.19
1,208879,83.19
1,208903,83.19
1,208951,83.19
1,208975,83.19
1,209021,83.19
1,209071,83.19
1,209097,87.44000000000003
1,209143,87.44000000000003
1,209191,91.13
1,209193,91.13
1,209217,91.13
1,209265,91.13
1,209317,91.13
1,209341,102.14
1,209365,102.14
1,209389,102.14
1,209415,102.14
1,209441,102.14
1,209467,102.14
1,209493,102.14
1,209495,102.14
1,209521,102.14
1,209545,102.14
1,209569,102.14
1,209595,102.14
1,209643,102.14
1,209667,102.14
1,209717,102.14
1,209741,102.14
1,209767,102.14
1,209791,102.14
1,209815,102.14
1,209839,102.14
1,209885,102.14
1,209909,102.14
1,209911,102.14
1,209959,102.14
1,209983,102.14
1,210031,102.14
1,210081,102.14
1,210129,102.14
1,210177,102.14
1,210201,102.14
1,210225,112.27999999999997
1,210271,112.27999999999997
1,210295,112.27999999999997
1,210345,112.27999999999997
1,210403,112.27999999999997
1,210405,112.27999999999997
1,210431,112.27999999999997
1,210457,112.27999999999997
1,210459,112.27999999999997
1,210507,112.27999999999997
1,210531,112.27999999999997
1,210555,112.27999999999997
1,210603,112.27999999999997
1,210627,112.27999999999997
1,210655,112.27999999999997
1,210657,112.27999999999997
1,210659,112.27999999999997
1,210683,112.27999999999997
1,210709,112.27999999999997
1,210733,112.27999999999997
1,210783,112.27999999999997
2,201120,72.16999999999997
2,201122,72.16999999999997
2,201168,72.16999999999997
2,201214,72.16999999999997
2,201266,72.16999999999997
2,205375,72.16999999999997
2,205421,72.16999999999997
2,205471,72.16999999999997
2,205499,72.16999999999997
2,205523,72.16999999999997
2,205525,72.16999999999997
2,205575,72.16999999999997
2,205603,72.16999999999997
2,205633,72.16999999999997
2,205635,72.16999999999997
2,205689,72.16999999999997
2,205713,72.16999999999997
2,205737,72.16999999999997
2,205785,72.16999999999997
2,205833,72.16999999999997
2,205835,72.16999999999997
2,205859,72.16999999999997
2,205883,72.16999999999997
2,205929,72.16999999999997
2,205977,72.16999999999997
2,206001,79.45
2,206003,79.45
2,206033,79.45
2,206057,79.45
2,206059,79.45
2,206083,79.45
2,206107,79.45
2,206133,79.45
2,206157,79.45
2,206183,79.45
2,206211,79.45
2,206235,79.45
2,206287,79.45
2,206289,79.45
2,206313,79.45
2,206361,79.45
2,206387,79.45
2,206437,79.45
2,206487,79.45
2,206545,79.45
2,206591,79.45
2,206615,79.45
2,206641,79.45
2,206689,79.45
2,206735,79.45
2,206781,79.45
2,206783,79.45
2,206837,79.45
2,206887,79.45
2,206889,79.45
2,206915,79.45
2,206917,79.45
2,206941,79.45
2,206965,79.45
2,206991,79.45
2,207017,79.45
2,207041,79.45
2,207087,79.45
2,207139,79.45
2,207185,79.45
2,207211,79.45
2,207259,79.45
2,207261,79.45
2,207307,79.45
2,207353,79.45
2,207355,79.45
2,207357,79.45
2,207405,79.45
2,207453,79.45
2,207477,79.45
2,207523,79.45
2,207547,79.45
2,207595,84.73000000000002
2,207597,84.73000000000002
2,207599,84.73000000000002
2,207625,84.73000000000002
2,207649,84.73000000000002
2,207673,84.73000000000002
2,207725,84.73000000000002
2,207749,84.73000000000002
2,207795,84.73000000000002
2,207845,84.73000000000002
2,207895,84.93999999999998
2,207919,84.93999999999998
2,207921,84.93999999999998
2,207969,84.93999999999998
2,207993,84.93999999999998
2,208019,84.93999999999998
2,208045,84.93999999999998
2,208047,84.93999999999998
2,208097,84.93999999999998
2,208123,84.93999999999998
2,208175,84.93999999999998
2,208223,84.93999999999998
2,208273,84.93999999999998
2,208319,84.93999999999998
2,208343,84.93999999999998
2,208367,84.93999999999998
2,208393,84.93999999999998
2,208417,84.93999999999998
2,208441,84.93999999999998
2,208489,84.93999999999998
2,208491,84.93999999999998
2,208519,84.93999999999998
2,208569,84.93999999999998
2,208595,84.93999999999998
2,208621,84.93999999999998
2,208645,84.93999999999998
2,208691,84.93999999999998
2,208739,84.93999999999998
2,208789,84.93999999999998
2,208813,84.93999999999998
2,208841,84.93999999999998
2,208891,84.93999999999998
2,208939,84.93999999999998
2,208963,84.93999999999998
2,208991,84.93999999999998
2,209017,84.93999999999998
2,209063,84.93999999999998
2,209065,97.68
2,209067,97.68
2,209093,97.68
2,209123,97.68
2,209125,97.68
2,209171,97.68
2,209195,97.68
2,209219,97.68
2,209271,97.68
2,209273,97.68
2,209297,97.68
2,209299,97.68
2,209301,97.68
2,209329,97.68
2,209353,97.68
2,209405,97.68
2,209431,97.68
2,209485,97.68
2,209533,97.68
2,209557,97.68
2,209583,97.68
2,209607,97.68
2,209633,97.68
2,209663,97.68
2,209711,97.68
2,209757,97.68
2,209783,97.68
2,209829,97.68
2,209879,97.68
2,209907,97.68
2,209909,97.68
2,209933,97.68
2,209935,97.68
2,209963,97.68
2,209987,97.68
2,210035,97.68
2,210083,97.68
2,210085,97.68
2,210109,97.68
2,210159,97.68
2,210161,97.68
2,210185,97.68
2,210211,97.68
2,210235,104.33000000000001
2,210259,104.33000000000001
2,210305,104.33000000000001
2,210307,104.33000000000001
2,210333,104.33000000000001
2,210381,104.33000000000001
2,210405,104.33000000000001
2,210429,104.33000000000001
2,210475,104.33000000000001
2,210477,104.33000000000001
2,210503,104.33000000000001
2,210529,104.33000000000001
