run,evaluations,best_so_far
1,15050,434.0
1,15076,434.0
1,15104,434.0
1,15120,434.0
1,15148,440.0
1,15162,440.0
1,15164,440.0
1,15178,440.0
1,15961,471.0
1,15989,471.0
1,15991,471.0
1,15993,471.0
1,15995,471.0
1,16009,471.0
1,16023,471.0
1,16049,471.0
1,16079,471.0
1,16107,471.0
1,16109,471.0
1,16123,526.0
1,16137,526.0
1,16163,526.0
1,16177,526.0
1,16207,526.0
1,16235,526.0
1,16249,526.0
1,16251,526.0
1,16271,526.0
1,16285,526.0
1,16301,526.0
1,16315,526.0
1,16331,526.0
1,16345,526.0
1,16347,526.0
1,16375,526.0
1,16389,526.0
1,16403,526.0
1,16419,526.0
1,16453,526.0
1,16467,526.0
1,16493,526.0
1,16511,526.0
1,16539,526.0
1,16559,526.0
1,16573,526.0
1,16599,532.0
1,16629,532.0
1,16643,532.0
1,16657,532.0
1,16691,532.0
1,16711,532.0
1,16739,532.0
1,16753,532.0
1,16785,532.0
1,16811,546.0
1,16825,546.0
1,16827,546.0
1,16855,572.0
1,16857,572.0
1,16871,572.0
1,16887,572.0
1,16901,572.0
1,16917,572.0
1,16931,572.0
1,16961,572.0
1,16963,572.0
1,16991,572.0
1,17019,572.0
1,17049,572.0
1,17063,581.0
1,17065,581.0
1,17095,581.0
1,17121,581.0
1,17151,603.0
1,17179,603.0
1,17193,603.0
1,17195,603.0
1,17211,603.0
1,17225,603.0
1,17253,603.0
1,17279,603.0
1,17293,610.0
1,17307,610.0
1,17321,610.0
1,17341,610.0
1,17355,610.0
1,17369,610.0
1,17395,610.0
1,17431,610.0
1,17459,610.0
1,17473,610.0
1,17501,610.0
1,17527,610.0
1,17543,610.0
1,17557,612.0
1,17583,612.0
1,17613,612.0
1,17641,612.0
1,17657,612.0
1,17683,612.0
1,17699,612.0
1,17713,612.0
1,17715,612.0
1,17729,612.0
1,17745,612.0
1,17759,612.0
1,17787,612.0
1,17801,612.0
1,17803,612.0
1,17829,615.0
1,17855,615.0
1,17883,615.0
1,17885,615.0
1,17915,615.0
1,17931,615.0
1,17945,615.0
1,17973,615.0
1,17987,615.0
1,18001,615.0
1,18015,615.0
1,18029,615.0
1,18045,615.0
1,18061,615.0
1,18075,615.0
1,18093,618.0
1,18095,618.0
1,18121,619.0
1,18137,619.0
1,18163,619.0
1,18179,619.0
1,18181,619.0
1,18183,619.0
1,18211,619.0
1,18237,619.0
1,18253,619.0
