run,evaluations,best_so_far
1,11756,389.0
1,11758,389.0
1,11772,389.0
1,12403,430.0
1,12429,430.0
1,12445,430.0
1,12459,442.0
1,12489,442.0
1,12515,442.0
1,12517,442.0
1,12531,442.0
1,12545,442.0
1,12559,442.0
1,12585,442.0
1,12601,442.0
1,12627,442.0
1,12653,465.0
1,12667,465.0
1,12701,465.0
1,12731,465.0
1,12733,465.0
1,12759,479.0
1,12787,479.0
1,12803,479.0
1,12817,479.0
1,12835,479.0
1,12849,479.0
1,12863,479.0
1,12865,479.0
1,12891,479.0
1,12919,481.0
1,12933,481.0
1,12949,481.0
1,12951,481.0
1,12981,481.0
1,12983,481.0
1,13009,481.0
1,13025,481.0
1,13053,481.0
1,13079,481.0
1,13107,481.0
1,13123,481.0
1,13151,481.0
1,13179,481.0
1,13209,481.0
1,13225,481.0
1,13255,481.0
1,13257,481.0
1,13275,481.0
1,13303,481.0
1,13317,481.0
1,13345,481.0
1,13359,481.0
1,13387,481.0
1,13389,481.0
1,13403,481.0
1,13429,481.0
1,13443,481.0
1,13461,481.0
1,13463,481.0
1,13479,481.0
1,13507,481.0
1,13523,481.0
1,13537,481.0
1,13553,481.0
1,13581,481.0
1,13615,481.0
1,13629,485.0
1,13657,485.0
1,13659,485.0
1,13661,485.0
1,13677,485.0
1,13693,485.0
1,13707,485.0
1,13709,485.0
1,13735,485.0
1,13751,485.0
1,13777,485.0
1,13795,485.0
1,13811,485.0
1,13813,485.0
1,13815,485.0
1,13829,485.0
1,13845,485.0
1,13871,485.0
1,13873,485.0
1,13891,485.0
1,13923,485.0
1,13937,485.0
1,13965,485.0
1,13995,485.0
1,14025,485.0
1,14041,485.0
1,14069,485.0
1,14083,485.0
1,14109,486.0
1,14135,486.0
1,14137,486.0
1,14151,486.0
1,14153,486.0
1,14167,486.0
1,14199,486.0
1,14227,486.0
1,14253,486.0
1,14267,486.0
1,14269,486.0
1,14271,486.0
1,14297,486.0
1,14311,488.0
1,14341,488.0
1,14355,488.0
1,14357,488.0
1,14371,488.0
1,14387,488.0
1,14415,488.0
1,14429,488.0
1,14459,488.0
1,14473,488.0
1,14475,488.0
