run,evaluations,best_so_far
1,80540,40.230000000000004
1,80542,52.23000000000001
1,80566,52.23000000000001
1,84583,52.23000000000001
1,84609,52.23000000000001
1,84635,52.23000000000001
1,84637,52.23000000000001
1,84661,52.23000000000001
1,84707,52.84999999999999
1,84731,58.629999999999995
1,84755,58.629999999999995
1,84779,58.629999999999995
1,84803,58.629999999999995
1,84853,58.629999999999995
1,84879,58.629999999999995
1,84903,58.629999999999995
1,84951,58.629999999999995
1,84977,64.74000000000001
1,85027,64.74000000000001
1,85029,64.74000000000001
1,85077,64.74000000000001
1,85123,65.40000000000005
1,85151,65.40000000000005
1,85197,65.40000000000005
1,85245,65.40000000000005
1,85269,65.40000000000005
1,85271,65.40000000000005
1,85317,66.03000000000003
1,85319,68.53000000000002
1,85347,70.81000000000002
1,85397,70.81000000000002
1,85399,70.81000000000002
1,85425,70.81000000000002
1,85473,70.81000000000002
1,85497,70.81000000000002
1,85547,74.87999999999998
1,85573,74.87999999999998
1,85599,74.87999999999998
1,85627,74.87999999999998
1,85673,74.87999999999998
1,85697,74.87999999999998
1,85745,74.87999999999998
1,85791,74.87999999999998
1,85841,74.87999999999998
1,85889,74.87999999999998
1,85913,74.87999999999998
1,85963,74.87999999999998
1,85965,74.87999999999998
1,86015,74.87999999999998
1,86039,74.87999999999998
1,86063,74.87999999999998
1,86111,74.87999999999998
1,86161,74.87999999999998
1,86187,74.87999999999998
1,86213,74.87999999999998
1,86263,74.87999999999998
1,86293,74.87999999999998
1,86345,74.87999999999998
1,86371,74.87999999999998
1,86397,74.87999999999998
1,86445,74.87999999999998
1,86469,74.87999999999998
1,86471,74.87999999999998
1,86517,88.78000000000003
1,86565,88.78000000000003
1,86613,88.78000000000003
1,86659,88.78000000000003
1,86709,88.78000000000003
1,86735,88.78000000000003
1,86783,92.19999999999999
1,86809,92.19999999999999
1,86833,92.19999999999999
1,86861,92.19999999999999
1,86887,92.19999999999999
1,86937,92.19999999999999
1,86987,92.19999999999999
1,86989,92.19999999999999
1,87035,92.19999999999999
1,87059,92.19999999999999
1,87093,92.19999999999999
1,87119,92.19999999999999
1,87165,92.19999999999999
1,87193,92.19999999999999
1,87239,92.19999999999999
1,87289,92.19999999999999
1,87315,92.19999999999999
1,87339,92.19999999999999
1,87363,92.19999999999999
1,87413,92.19999999999999
1,87439,92.19999999999999
1,87487,92.19999999999999
1,87535,92.19999999999999
1,87581,92.19999999999999
1,87627,92.19999999999999
1,87629,92.19999999999999
1,87653,92.19999999999999
