submodular_value,neg_cost,run
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
314.0,-4,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
117.0,-1,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
117.0,-1,22
264.0,-3,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
0.0,0,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
0.0,0,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
419.0,-8,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
314.0,-4,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
381.0,-6,22
419.0,-8,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
381.0,-6,22
264.0,-3,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
381.0,-6,22
431.0,-9,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
117.0,-1,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
419.0,-8,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
419.0,-8,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
419.0,-8,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
314.0,-4,22
438.0,-10,22
438.0,-10,22
419.0,-8,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
381.0,-6,22
381.0,-6,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
419.0,-8,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
419.0,-8,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
0.0,0,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
264.0,-3,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
431.0,-9,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
403.0,-7,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
419.0,-8,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
117.0,-1,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
0.0,0,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
419.0,-8,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
381.0,-6,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
419.0,-8,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
117.0,-1,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
438.0,-10,22
